Creek,Site Name,6/20/2022,6/21/2022,6/22/2022,6/23/2022,6/24/2022
Shoal,NS,888,75,725,1175,800
Bull,LD,50,0,50,0,0
Walnut,MW,0,0,0,0,25
Onion,BA,50,25,150,125,25
Boggy,MR,5813,2375,550,650,450
Waller,SB,263,300,1850,500,250
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,, ,,
